Name	City	State	Enrollment	E/D Ratio	Earnings	Debt	SAT	Admission %
Lawrence Technological University	Southfield	MI	3056	1.34474327628362	36300	26994	1085	0.4697
La Roche College	Pittsburgh	PA	1291	1.34468085106383	31600	23500	926	0.4615
Millikin University	Decatur	IL	2196	1.344	33600	25000	1068	0.565
Hartwick College	Oneonta	NY	1560	1.344	33600	25000	1126	0.7707
Walsh University	North Canton	OH	2359	1.34353279229604	34600	25753	1030	0.7691
Lakeland College	Plymouth	WI	2587	1.34332637097104	32800	24417	1009	0.8213
Madison Media Institute	Madison	WI	425	1.34285714285714	23500	17500	NA	NA
Minneapolis Media Institute	Edina	MN	149	1.34285714285714	23500	17500	NA	NA
University of South Alabama	Mobile	AL	11403	1.34222222222222	30200	22500	1027	0.8726
Hairmasters Institute of Cosmetology	Bloomington	IL	115	1.34222222222222	15100	11250	NA	NA
University of North Carolina at Pembroke	Pembroke	NC	5289	1.34003350083752	26800	19999.5	908	0.7467
Wisconsin Lutheran College	Milwaukee	WI	973	1.33932584269663	29800	22250	1092	0.6509
California University of Pennsylvania	California	PA	7370	1.33918770581778	30500	22775	960	0.6001
Georgetown College	Georgetown	KY	1233	1.33913043478261	30800	23000	1094	0.8835
Fort Lewis College	Durango	CO	3693	1.33866666666667	25100	18750	1045	0.709
North Greenville University	Tigerville	SC	1998	1.33846153846154	26100	19500	1113	0.5798
LeTourneau University	Longview	TX	2540	1.33833418700329	40500	30261.5	1179	0.5594
Monmouth College	Monmouth	IL	1288	1.3375	32100	24000	1030	0.6453
Ravenscroft Beauty College	Fort Wayne	IN	212	1.33696223081698	14000	10471.5	NA	NA
Spring Hill College	Mobile	AL	1254	1.336	33400	25000	1089	0.4854
Concordia College at Moorhead	Moorhead	MN	2667	1.336	33400	25000	1148	0.9456
Texas Wesleyan University	Fort Worth	TX	1718	1.336	33400	25000	993	0.523
West Virginia University at Parkersburg	Parkersburg	WV	3750	1.33581384000732	21900	16394.5	NA	NA
Consolidated School of Business-York	York	PA	128	1.33481646273637	24000	17980	NA	NA
Saint Thomas Aquinas College	Sparkill	NY	1342	1.33478260869565	30700	23000	945	0.8089
Colleen O'Haras Beauty Academy	Santa Ana	CA	213	1.33446663833404	15700	11765	NA	NA
Iowa School of Beauty-Des Moines	Des Moines	IA	220	1.33333333333333	16000	12000	NA	NA
Mississippi College	Clinton	MS	3180	1.33209286590265	31500	23647	1104	0.4449
University of Maine at Augusta	Augusta	ME	4470	1.33208693620005	22800	17116	NA	NA
Missouri Southern State University	Joplin	MO	5140	1.33207883529761	26900	20194	990	0.9651
Saint Joseph's College of Maine	Standish	ME	1783	1.332	33300	25000	961	0.8812
Roanoke College	Salem	VA	1997	1.332	33300	25000	1086	0.6955
Grand Valley State University	Allendale	MI	21124	1.33193717277487	31800	23875	1090	0.831
Southwest Baptist University	Bolivar	MO	2584	1.33170731707317	27300	20500	1063	0.8821
The University of Tennessee-Martin	Martin	TN	6825	1.33170731707317	27300	20500	1030	0.7343
Ancilla College	Donaldson	IN	506	1.33125	21300	16000	NA	NA
La Sierra University	Riverside	CA	1841	1.33061224489796	32600	24500	914	0.4654
Bastyr University	Kenmore	WA	205	1.3304347826087	30600	23000	NA	NA
Metropolitan State College of Denver	Denver	CO	22751	1.32974174790491	31100	23388	973	0.7006
Nebraska Christian College	Papillion	NE	130	1.32972972972973	24600	18500	NA	NA
University of Sioux Falls	Sioux Falls	SD	1165	1.32916666666667	31900	24000	1083	0.7276
Chatham University	Pittsburgh	PA	723	1.32882882882883	29500	22200	NA	0.619
Hampton University	Hampton	VA	4265	1.328	33200	25000	1070	0.3706
Baptist Bible College and Seminary	Clarks Summit	PA	619	1.32571428571429	23200	17500	1028	0.8106
Central Ohio Technical College	Newark	OH	3985	1.325	26500	20000	NA	NA
The Restaurant School at Walnut Hill College	Philadelphia	PA	450	1.325	26500	20000	NA	NA
Professional Golfers Career College	Temecula	CA	456	1.325	26500	20000	NA	NA
Capital University	Columbus	OH	2582	1.324	33100	25000	1101	0.7599
Lewis & Clark College	Portland	OR	2032	1.323706377858	27500	20775	1283	0.6602
Mills College	Oakland	CA	924	1.32210526315789	31400	23750	1177	0.5704
Louisiana State University-Alexandria	Alexandria	LA	2181	1.32208798723501	26100	19741.5	970	0.6099
Lenoir-Rhyne University	Hickory	NC	1506	1.32173913043478	30400	23000	998	0.7178
Bowling Green State University-Firelands	Huron	OH	1923	1.32173913043478	30400	23000	NA	0.7554
Bowling Green State University-Main Campus	Bowling Green	OH	14802	1.32173913043478	30400	23000	1009	0.7554
University of Maine at Fort Kent	Fort Kent	ME	760	1.32002271006813	27900	21136	NA	0.867
Hastings College	Hastings	NE	1148	1.32	33000	25000	1068	0.7049
Neumann University	Aston	PA	2531	1.32	33000	25000	866	0.9026
Shenandoah University	Winchester	VA	1812	1.32	33000	25000	1018	0.8111
Saginaw Valley State University	University Center	MI	9107	1.31928381735629	30800	23346	990	0.8931
Mount Vernon Nazarene University	Mount Vernon	OH	1866	1.31795056683892	32900	24963	1070	0.7234
University of Maine	Orono	ME	8271	1.31779661016949	31100	23600	1078	0.778
Heritage College-Oklahoma City	Oklahoma City	OK	857	1.31740614334471	19300	14650	NA	NA
Heritage College-Little Rock	Little Rock	AR	571	1.31740614334471	19300	14650	NA	NA
Liberty University	Lynchburg	VA	39484	1.31683867587087	28900	21946.5	NA	NA
Gordon College	Wenham	MA	1543	1.31640211640212	31100	23625	1172	0.4027
Dixie State College of Utah	Saint George	UT	7877	1.31600502375362	24100	18313	NA	NA
University of Southern Indiana	Evansville	IN	9697	1.31506849315068	28800	21900	985	0.716
University of Maine at Presque Isle	Presque Isle	ME	1063	1.31475564402074	25100	19091	NA	NA
Spelman College	Atlanta	GA	2170	1.31428571428571	32200	24500	1027	0.3918
Webster University	Saint Louis	MO	3548	1.31304347826087	30200	23000	1119	0.722
Philadelphia Biblical University-Langhorne	Langhorne	PA	910	1.31304347826087	30200	23000	1057	0.7383
Henderson State University	Arkadelphia	AR	3365	1.31298288856235	27700	21097	989	0.5889
Lewis-Clark State College	Lewiston	ID	3598	1.31294117647059	27900	21250	941	0.9862
Otterbein University	Westerville	OH	2484	1.312	32800	25000	1089	0.7928
Lubbock Christian University	Lubbock	TX	1588	1.312	32800	25000	999	0.6121
Bridgewater College	Bridgewater	VA	1638	1.312	32800	25000	1026	0.5151
Carthage College	Kenosha	WI	2920	1.312	32800	25000	1125	0.6946
Northwest Nazarene University	Nampa	ID	1295	1.31182795698925	30500	23250	NA	NA
Augustana College	Sioux Falls	SD	1751	1.31153846153846	34100	26000	1165	0.797
North Park University	Chicago	IL	2196	1.31092298841128	31900	24334	1030	0.4665
Holy Cross College	Notre Dame	IN	449	1.31084337349398	27200	20750	1001	0.8397
Fremont College	Cerritos	CA	406	1.31081719414265	22200	16936	NA	NA
University of Arkansas at Little Rock	Little Rock	AR	9170	1.31076668353033	28500	21743	1030	0.9624
Mid-America Christian University	Oklahoma City	OK	1743	1.30986666666667	30700	23437.5	NA	NA
Monroe College-Main Campus	Bronx	NY	4076	1.30978260869565	24100	18400	NA	0.5945
Colorado Mesa University	Grand Junction	CO	8206	1.30967469370511	27900	21303	971	0.7991
Southern Oregon University	Ashland	OR	4804	1.30952380952381	27500	21000	1015	0.5948
Keene State College	Keene	NH	4936	1.30939721857342	31400	23980.5	999	0.7481
Presbyterian College	Clinton	SC	1154	1.30909090909091	28800	22000	1111	0.6739
Kendall College	Chicago	IL	2118	1.308	32700	25000	NA	0.9787
Cedar Crest College	Allentown	PA	1370	1.30678733031674	36100	27625	1001	0.6234
National Park Community College	Hot Springs	AR	3560	1.30676672273257	20200	15458	NA	NA
Guilford Technical Community College	Jamestown	NC	14530	1.30625	20900	16000	NA	NA
California Baptist University	Riverside	CA	4403	1.30416666666667	31300	24000	976	0.7406
Wright State University-Main Campus	Dayton	OH	13883	1.30401149298265	29500	22622.5	NA	NA
Wright State University-Lake Campus	Celina	OH	908	1.30401149298265	29500	22622.5	NA	NA
Lake Forest College	Lake Forest	IL	1483	1.304	32600	25000	NA	0.535
Baldwin-Wallace College	Berea	OH	3411	1.304	32600	25000	1097	0.6331
Christian Brothers University	Memphis	TN	1332	1.304	32600	25000	1092	0.479
Concord University	Athens	WV	2573	1.3039934800326	24800	19018.5	1005	0.5162
Kansas Wesleyan University	Salina	KS	803	1.30398322851153	31100	23850	997	0.5868
Medaille College	Buffalo	NY	1794	1.30155440414508	31400	24125	899	0.6843
Paier College of Art Inc	Hamden	CT	172	1.3	24700	19000	NA	NA
Becker College	Worcester	MA	1740	1.3	32500	25000	930	0.7243
Eastern Nazarene College	Quincy	MA	858	1.3	32500	25000	1002	0.6269
Saint Vincent College	Latrobe	PA	1619	1.3	35100	27000	1064	0.6704
ASA Institute of Business and Computer Technology	Brooklyn	NY	5039	1.3	19500	15000	NA	NA
Cumberland University	Lebanon	TN	1185	1.2994708994709	30700	23625	1028	0.4863
SUNY at Fredonia	Fredonia	NY	5331	1.29929987050897	29600	22781.5	1080	0.4957
Auburn University at Montgomery	Montgomery	AL	4403	1.29906939392508	27500	21169	970	0.7894
Whitworth University	Spokane	WA	2229	1.29875518672199	31300	24100	NA	0.4767
Whitworth University-Adult Degree Programs	Spokane	WA	380	1.29875518672199	31300	24100	NA	0.4767
Bethel University	McKenzie	TN	4474	1.29864724245578	31200	24025	912	0.482
Laurel Technical Institute	Sharon	PA	272	1.29802491887344	16200	12480.5	NA	0.7619
Lasell College	Newton	MA	1523	1.2969696969697	32100	24750	979	0.7396
Corban University	Salem	OR	964	1.29600829445308	27500	21219	1069	0.4328
Lincoln Technical Institute-Hartford	Hartford	CT	630	1.2951295129513	25900	19998	NA	NA
Southeast Missouri State University	Cape Girardeau	MO	9395	1.29504111056763	27800	21466.5	1050	0.9733
Shorter University	Rome	GA	1581	1.29435875310107	36000	27813	982	0.6497
Shorter University-College of Adult & Professional Programs	Atlanta	GA	1736	1.29435875310107	36000	27813	NA	0.6497
University of the Incarnate Word	San Antonio	TX	5951	1.29293529750516	34800	26915.5	964	0.946
Vanguard University of Southern California	Costa Mesa	CA	1897	1.292	32300	25000	984	0.7371
Hope College	Holland	MI	3168	1.292	32300	25000	1203	0.8224
Ashland University	Ashland	OH	2937	1.292	32300	25000	1041	0.7225
Juniata College	Huntingdon	PA	1469	1.292	32300	25000	1173	0.7127
Lynchburg College	Lynchburg	VA	2208	1.292	32300	25000	1002	0.6831
Quincy University	Quincy	IL	1225	1.29130434782609	29700	23000	1007	0.9071
Husson University	Bangor	ME	2408	1.29130434782609	29700	23000	943	0.7513
Maranatha Baptist Bible College	Watertown	WI	818	1.29066666666667	24200	18750	1007	0.7535
Thomas College	Waterville	ME	781	1.29017341040462	27900	21625	840	0.9252
Lincoln College of New England-Southington	Southington	CT	1130	1.29	25800	20000	NA	NA
Grace University	Omaha	NE	379	1.28996692392503	23400	18140	1050	0.5702
Williams Baptist College	Walnut Ridge	AR	541	1.2892786303372	24700	19158	1010	0.585
University of Wisconsin-Parkside	Kenosha	WI	4506	1.28855380397533	28200	21885	970	0.8272
Lindenwood University	Saint Charles	MO	7377	1.288	32200	25000	1029	0.5337
Saint Gregorys University	Shawnee	OK	687	1.288	32200	25000	NA	0.5709
Westminster College	New Wilmington	PA	1566	1.288	32200	25000	1092	0.6083
Pontifical Catholic University of Puerto Rico-Arecibo	Arecibo	PR	580	1.28779395296753	13800	10716	NA	0.6136
Pontifical Catholic University of Puerto Rico	Ponce	PR	6235	1.28779395296753	13800	10716	NA	0.6136
Pontifical Catholic University of Puerto Rico-Mayaguez	Mayaguez	PR	1424	1.28779395296753	13800	10716	NA	0.6136
Oglethorpe University	Atlanta	GA	1068	1.2875	30900	24000	1144	0.4474
University of Bridgeport	Bridgeport	CT	2503	1.28685258964143	32300	25100	925	0.5668
University of Idaho	Moscow	ID	9221	1.2866856011705	29900	23238	1078	0.6086
Paul Mitchell the School-Jacksonville	Jacksonville	FL	188	1.28510638297872	15100	11750	NA	NA
Paul Mitchell the School-Mclean	McLean	VA	232	1.28510638297872	15100	11750	NA	NA
Camelot College	Baton Rouge	LA	298	1.28421052631579	12200	9500	NA	NA
Calvin College	Grand Rapids	MI	3797	1.284	32100	25000	1181	0.7539
Utica College	Utica	NY	2624	1.284	32100	25000	958	0.7831
Heritage Institute-Jacksonville	Jacksonville	FL	389	1.28364660423079	19600	15269	NA	NA
Lindsey Wilson College	Columbia	KY	2120	1.28336898247174	23100	17999.5	NA	NA
Technical Career Institutes	New York	NY	4196	1.2824427480916	21000	16375	NA	NA
Institute of Business and Medical Careers	Fort Collins	CO	305	1.27996135965707	21200	16563	NA	NA
Wesley College	Dover	DE	1649	1.27920792079208	32300	25250	840	0.2028
Taylor University	Upland	IN	1874	1.27906976744186	27500	21500	1171	0.838
Eastern Kentucky University	Richmond	KY	13385	1.27906976744186	27500	21500	970	0.6576
Western Michigan University	Kalamazoo	MI	19700	1.27821705108771	31200	24409	1050	0.8316
Missouri Western State University	Saint Joseph	MO	5417	1.2780487804878	26200	20500	NA	NA
Indiana University-Northwest	Gary	IN	4960	1.27738419618529	29300	22937.5	899	0.7607
StenoTech Career Institute-Piscataway	Piscataway	NJ	114	1.27733078776308	28100	21999	NA	0.9412
St. Mary's University	San Antonio	TX	2480	1.27600554785021	32200	25235	1033	0.6112
Humboldt State University	Arcata	CA	7371	1.27581699346405	24400	19125	1030	0.8274
Texas Lutheran University	Seguin	TX	1353	1.27476635514019	34100	26750	1017	0.6488
Southern Adventist University	Collegedale	TN	2685	1.27422680412371	30900	24250	1021	0.4926
Dakota State University	Madison	SD	1691	1.27267468286434	30800	24201	1008	0.9156
New Mexico State University-Dona Ana	Las Cruces	NM	7264	1.27259505505921	24500	19252	NA	0.8032
New Mexico State University-Alamogordo	Alamogordo	NM	1591	1.27259505505921	24500	19252	NA	0.8032
New Mexico State University-Carlsbad	Carlsbad	NM	885	1.27259505505921	24500	19252	NA	0.8032
New Mexico State University-Grants	Grants	NM	634	1.27259505505921	24500	19252	NA	0.8032
New Mexico State University-Main Campus	Las Cruces	NM	13599	1.27259505505921	24500	19252	982	0.8032
Hanover College	Hanover	IN	1064	1.272	31800	25000	1134	0.6747
Stark State College	North Canton	OH	13038	1.27	25400	20000	NA	NA
Interior Designers Institute	Newport Beach	CA	292	1.26975900492356	34300	27013	NA	NA
Northern Kentucky University	Highland Heights	KY	12184	1.2695652173913	29200	23000	1007	0.6626
University of Wisconsin-Superior	Superior	WI	2558	1.26844127207838	27900	21995.5	1030	0.8912
Morningside College	Sioux City	IA	1278	1.268	31700	25000	1090	0.6017
Warner Pacific College	Portland	OR	1549	1.268	31700	25000	960	0.6119
Northwestern State University of Louisiana	Natchitoches	LA	7410	1.26666666666667	26600	21000	1011	0.8237
Waldorf College	Forest City	IA	772	1.26651620395732	28900	22818.5	942	0.4851
Western Oregon University	Monmouth	OR	5377	1.26553672316384	28000	22125	944	0.8894
Central College	Pella	IA	1493	1.26515151515152	33400	26400	1087	0.7315
Marshall University	Huntington	WV	9506	1.26505461674914	27100	21422	1009	0.8132
Pacific University	Forest Grove	OR	1555	1.26464646464646	31300	24750	1100	0.7511
Newbury College-Brookline	Brookline	MA	1009	1.264	31600	25000	NA	NA
Meredith College	Raleigh	NC	1665	1.264	31600	25000	1010	0.6104
West Virginia Wesleyan College	Buckhannon	WV	1349	1.26385623110514	30100	23816	1022	0.7808
Southern Career College	Jacksonville	FL	232	1.2625	20200	16000	NA	NA
Masters of Cosmetology College	Fort Wayne	IN	128	1.2624064078008	14500	11486	NA	NA
The College of Idaho	Caldwell	ID	1007	1.26222222222222	28400	22500	1113	0.6546
Eagle Gate College-Murray	Murray	UT	360	1.2615551930397	23200	18390	NA	NA
Eagle Gate College-Layton	Layton	UT	385	1.2615551930397	23200	18390	NA	NA
Concordia University-Seward	Seward	NE	1211	1.2609819121447	30500	24187.5	1103	0.6865
Southwestern Adventist University	Keene	TX	701	1.26	31500	25000	NA	NA
Saint Bonaventure University	Saint Bonaventure	NY	1894	1.25925925925926	34000	27000	1063	0.8035
Ashford University	Clinton	IA	66864	1.25884842735167	34500	27406	951	0.9004
KD College Conservatory of Film and Dramatic Arts	Dallas	TX	185	1.25786163522013	20200	16059	NA	0.7405
Carlow University	Pittsburgh	PA	1495	1.25778950185419	32900	26157	963	0.6514
Harding University	Searcy	AR	4228	1.25718818163791	31700	25215	1141	0.7218
Mercyhurst College	Erie	PA	3937	1.25714285714286	30800	24500	1071	0.7622
Northern Michigan University	Marquette	MI	8470	1.25643864631974	26100	20773	1030	0.7218
Coastal Carolina University	Conway	SC	8297	1.25524861878453	28400	22625	977	0.7439
Swedish Institute a College of Health Sciences	New York	NY	435	1.255	25100	20000	NA	NA
Kutztown University of Pennsylvania	Kutztown	PA	9147	1.25416666666667	30100	24000	954	0.6766
Illinois College	Jacksonville	IL	905	1.25209524001858	31000	24758.5	NA	0.6482
Mildred Elley School-Albany Campus	Albany	NY	859	1.25202724618878	19300	15415	NA	NA
Mildred Elley	Pittsfield	MA	196	1.25202724618878	19300	15415	NA	NA
Mildred Elley	New York	NY	719	1.25202724618878	19300	15415	NA	NA
Bluffton University	Bluffton	OH	976	1.252	31300	25000	1008	0.6402
Marietta College	Marietta	OH	1448	1.252	31300	25000	1083	0.7004
Abilene Christian University	Abilene	TX	3730	1.252	31300	25000	1132	0.6438
Colby-Sawyer College	New London	NH	1257	1.25185185185185	33800	27000	NA	0.8293
Geneva College	Beaver Falls	PA	1727	1.25112859538243	29100	23259	1082	0.7895
San Joaquin Valley College-Visalia	Visalia	CA	1679	1.25065963060686	23700	18950	NA	NA
San Joaquin Valley College-Bakersfield	Bakersfield	CA	1137	1.25065963060686	23700	18950	NA	NA
San Joaquin Valley College-Fresno	Fresno	CA	1162	1.25065963060686	23700	18950	NA	NA
San Joaquin Valley College-Fresno Aviation	Fresno	CA	118	1.25065963060686	23700	18950	NA	NA
San Joaquin Valley College-Rancho Cucamonga	Rancho Cucamonga	CA	1150	1.25065963060686	23700	18950	NA	NA
San Joaquin Valley College-Modesto	Salida	CA	616	1.25065963060686	23700	18950	NA	NA
San Joaquin Valley College-Rancho Cordova	Rancho Cordova	CA	141	1.25065963060686	23700	18950	NA	NA
San Joaquin Valley College–Hesperia	Hesperia	CA	939	1.25065963060686	23700	18950	NA	NA
San Joaquin Valley College-Temecula	Temecula	CA	168	1.25065963060686	23700	18950	NA	NA
Western New Mexico University	Silver City	NM	2059	1.25	20900	16720	NA	NA
Du Bois Business College-Du Bois	Du Bois	PA	170	1.24900508173636	20400	16333	NA	NA
Mid Michigan Community College	Harrison	MI	4145	1.24862486248625	22700	18180	NA	NA
Marymount Manhattan College	New York	NY	1905	1.24847883895975	27700	22187	1060	0.7892
Allegheny College	Meadville	PA	2094	1.24809160305344	32700	26200	1185	0.5759
Bethany College	Lindsborg	KS	581	1.248	31200	25000	1013	0.5969
Ripon College	Ripon	WI	969	1.248	31200	25000	1123	0.7507
Thomas University	Thomasville	GA	866	1.24782608695652	28700	23000	NA	NA
William Carey University	Hattiesburg	MS	2215	1.24717948717949	30400	24375	1064	0.8282
Paul Smiths College of Arts and Science	Paul Smiths	NY	1060	1.24705882352941	26500	21250	960	0.7851
University of Mount Union	Alliance	OH	2126	1.24643664602379	31700	25432.5	1041	0.729
Eastern Michigan University	Ypsilanti	MI	18153	1.24600240893799	30000	24077	974	0.6634
University of Southern Mississippi	Hattiesburg	MS	13282	1.24584008874477	29200	23438	1031	0.6318
Huntington University	Huntington	IN	1129	1.24545454545455	27400	22000	1058	0.8843
Arcadia University	Glenside	PA	2174	1.244	31100	25000	1112	0.5354
Slippery Rock University of Pennsylvania	Slippery Rock	PA	7884	1.244	31100	25000	1014	0.6706
Goucher College	Baltimore	MD	1420	1.24347826086957	28600	23000	1160	0.7279
Guilford College	Greensboro	NC	2580	1.24347826086957	28600	23000	1082	0.6428
McCann School of Business and Technology	Pottsville	PA	4396	1.24319679175021	21700	17455	NA	NA
Miller-Motte Technical College-Macon	Macon	GA	114	1.24319679175021	21700	17455	NA	NA
Miller-Motte Technical College-Gulfport	Gulfport	MS	130	1.24319679175021	21700	17455	NA	NA
University of Pikeville	Pikeville	KY	1202	1.24285714285714	26100	21000	NA	NA
Castleton State College	Castleton	VT	1987	1.24283993151698	29400	23655.5	962	0.8625
Empire Beauty School-Lehigh Valley	Whitehall	PA	192	1.24255569443423	16900	13601	NA	NA
Empire Beauty School-Owings Mills	Owings Mills	MD	161	1.24255569443423	16900	13601	NA	NA
Alfred University	Alfred	NY	1918	1.24239244491081	29600	23825	1083	0.723
Campbellsville University	Campbellsville	KY	2127	1.24210526315789	23600	19000	971	0.6327
American Institute	Margate	FL	105	1.24031007751938	16000	12900	NA	NA
Marian University	Indianapolis	IN	2133	1.23998285130099	37600	30323	1001	0.5353
Boise State University	Boise	ID	16845	1.23913043478261	28500	23000	1048	0.8451
Dakota Wesleyan University	Mitchell	SD	679	1.23843988741456	30800	24870	983	0.7605
Purdue University-North Central Campus	Westville	IN	3518	1.23819517313746	29500	23825	974	0.7095
Ohio Valley University	Vienna	WV	462	1.23809523809524	26000	21000	991	0.4563
Arkansas State University-Main Campus	Jonesboro	AR	9455	1.2378640776699	25500	20600	1067	0.6325
Arkansas State University-Mountain Home	Mountain Home	AR	1093	1.2378640776699	25500	20600	NA	0.6325
Westminster College	Fulton	MO	1079	1.2375	29700	24000	1112	0.7051
Notre Dame College	Cleveland	OH	1700	1.23703703703704	33400	27000	950	0.8889
Anna Maria College	Paxton	MA	997	1.236	30900	25000	901	0.5992
Ozark Christian College	Joplin	MO	638	1.23584494773519	22700	18368	NA	NA
Indiana University-Purdue University-Fort Wayne	Fort Wayne	IN	11935	1.23478260869565	28400	23000	971	0.9104
Sweet Briar College	Sweet Briar	VA	610	1.23478260869565	28400	23000	1074	0.8196
Puerto Rico Conservatory of Music	San Juan	PR	421	1.23478260869565	14200	11500	NA	0.5461
Kent State University at Ashtabula	Ashtabula	OH	2375	1.23404255319149	29000	23500	NA	0.8865
Kent State University at East Liverpool	East Liverpool	OH	1357	1.23404255319149	29000	23500	NA	0.8865
Kent State University at Stark	Canton	OH	4651	1.23404255319149	29000	23500	NA	0.8865
Kent State University at Trumbull	Warren	OH	3104	1.23404255319149	29000	23500	NA	0.8865
Kent State University at Tuscarawas	New Philadelphia	OH	2312	1.23404255319149	29000	23500	NA	0.8865
Kent State University at Salem	Salem	OH	1851	1.23404255319149	29000	23500	NA	0.8865
Kent State University at Kent	Kent	OH	21547	1.23404255319149	29000	23500	1046	0.8865
Kent State University at Geauga	Burton	OH	2422	1.23404255319149	29000	23500	NA	0.8865
Lees-McRae College	Banner Elk	NC	886	1.23333333333333	25900	21000	979	0.6387
Empire Beauty School-Wyoming Valley	Moosic	PA	195	1.23140495867769	14900	12100	NA	NA
Empire Beauty School-Lisle	Lisle	IL	192	1.23140495867769	14900	12100	NA	NA
MacCormac College	Chicago	IL	176	1.23	24600	20000	NA	NA
University of Phoenix-Phoenix-Hohokam Campus	Phoenix	AZ	4270	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Online Campus	Phoenix	AZ	249604	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Utah Campus	Salt Lake City	UT	1426	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Puerto Rico Campus	Guaynabo	PR	897	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Southern Arizona Campus	Tucson	AZ	1810	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Colorado Campus	Lone Tree	CO	1343	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Albuquerque Campus	Albuquerque	NM	3520	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Bay Area Campus	San Jose	CA	1824	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Sacramento Valley Campus	Sacramento	CA	3463	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Hawaii Campus	Honolulu	HI	1228	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Louisiana Campus	Metairie	LA	603	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Western Washington Campus	Tukwila	WA	729	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Oregon Campus	Tigard	OR	1020	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-North Florida Campus	Jacksonville	FL	1158	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-West Florida Campus	Temple Terrace	FL	809	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Maryland Campus	Columbia	MD	680	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Oklahoma City Campus	Oklahoma City	OK	649	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Tulsa Campus	Tulsa	OK	627	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-West Michigan Campus	Walker	MI	750	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-St Louis Campus	Saint Louis	MO	790	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Boston Campus	Braintree	MA	261	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Dallas Campus	Dallas	TX	1190	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Houston Campus	Houston	TX	2366	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Idaho Campus	Meridian	ID	486	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Kansas City Campus	Kansas City	MO	766	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Atlanta Campus	Sandy Springs	GA	1598	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Chicago Campus	Schaumburg	IL	1356	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Nashville Campus	Nashville	TN	1723	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Charlotte Campus	Charlotte	NC	989	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Indianapolis Campus	Indianapolis	IN	579	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Memphis Campus	Cordova	TN	1264	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Little Rock Campus	Little Rock	AR	919	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Jersey City Campus	Jersey City	NJ	578	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Minneapolis/St Paul Campus	Saint Louis Park	MN	235	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Louisville Campus	Louisville	KY	227	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Central Valley Campus	Fresno	CA	2314	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-San Antonio Campus	San Antonio	TX	1015	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Austin Campus	Austin	TX	624	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Raleigh Campus	Raleigh	NC	450	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Savannah Campus	Savannah	GA	638	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Northern Nevada Campus	Reno	NV	367	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Columbia Campus	Columbia	SC	914	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Birmingham Campus	Birmingham	AL	478	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Washington DC Campus	Washington	DC	167	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Chattanooga Campus	Chattanooga	TN	536	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Baton Rouge	Baton Rouge	LA	595	1.22926421135621	38200	31075.5	NA	NA
University of Phoenix-Shreveport-Bossier	Bossier City	LA	319	1.22926421135621	38200	31075.5	NA	NA
