School.Name	State	Admin1987	Admin2011	Student1987	Student2011	AdminFC	StudentFC	AdmintoStudentFCRatio
CUNY Borough of Manhattan Community College	New York	111	209	8855	19199	1.88288288288288	2.16815358554489	0.868426893480282
Coastal Carolina Community College	North Carolina	29	53	2182	4592	1.82758620689655	2.1044912923923	0.868421843085426
West Virginia Wesleyan College	West Virginia	95	91	1243	1375	0.957894736842105	1.10619469026549	0.865936842105263
SUNY at Binghamton	New York	523	666	9879	14534	1.27342256214149	1.47120153861727	0.865566361042782
Mercer County Community College	New Jersey	128	157	4817	6826	1.2265625	1.41706456300602	0.865565713814826
Georgia State University	Georgia	665	1399	12803	31134	2.10375939849624	2.43177380301492	0.865113110392091
Gloucester County College	New Jersey	46	98	2170	5348	2.1304347826087	2.46451612903226	0.864443432733895
Baker College of Muskegon	Michigan	26	68	1224	3705	2.61538461538462	3.02696078431373	0.864029897228278
Albany State University	Georgia	93	218	1650	4484	2.34408602150538	2.71757575757576	0.862565106040114
Converse College	South Carolina	45	65	872	1468	1.44444444444444	1.68348623853211	0.85800787163185
The University of Texas at El Paso	Texas	525	811	10190	18348	1.5447619047619	1.80058881256133	0.857920416913223
Glenville State College	West Virginia	80	69	1681	1691	0.8625	1.0059488399762	0.85739946777055
Indiana University-Northwest	Indiana	78	108	2777	4485	1.38461538461538	1.61505221462009	0.857319269359403
CUNY Brooklyn College	New York	209	270	9020	13599	1.29186602870813	1.50764966740576	0.856874150963113
Dakota State University	South Dakota	41	87	771	1911	2.1219512195122	2.47859922178988	0.856109047746678
Sterling College	Kansas	37	40	508	642	1.08108108108108	1.26377952755906	0.855434874126463
CUNY Hunter College	New York	296	391	11814	18259	1.32094594594595	1.54553919079059	0.854682918309075
Union County College	New Jersey	89	133	5195	9095	1.49438202247191	1.7507218479307	0.85358049551859
Bakersfield College	California	37	56	5869	10414	1.51351351351351	1.7744079059465	0.852968197696448
University of Puget Sound	Washington	278	179	3573	2701	0.643884892086331	0.755947383151413	0.851758874277845
Fresno City College	California	62	71	9208	12382	1.14516129032258	1.34470026064292	0.851610819034915
City Colleges of Chicago-Harry S Truman College	Illinois	79	81	7626	9207	1.0253164556962	1.20731707317073	0.849252013808976
St. Bonaventure University	New York	181	155	2298	2319	0.856353591160221	1.00913838120104	0.848598772094087
Grand View University	Iowa	84	109	1149	1766	1.29761904761905	1.53698868581375	0.844260637437308
Bethel University	Minnesota	124	259	1671	4135	2.08870967741935	2.47456612806703	0.844071069157858
College of the Albemarle	North Carolina	27	48	1008	2130	1.77777777777778	2.11309523809524	0.84131455399061
Delaware Technical Community College-Stanton/Wilmington	Delaware	55	87	2698	5073	1.58181818181818	1.88028169014085	0.841266598569969
Indian Hills Community College	Iowa	62	101	2167	4206	1.62903225806452	1.94093216428242	0.839304066387496
Florida Gateway College	Florida	39	54	1409	2328	1.38461538461538	1.65223562810504	0.838025376685171
Texas Tech University	Texas	1029	1260	19815	28961	1.22448979591837	1.46156951804189	0.837791005356253
Simpson College	Iowa	83	114	1150	1886	1.37349397590361	1.64	0.837496326770497
Laredo Community College	Texas	56	162	3023	10452	2.89285714285714	3.45749255706252	0.836692225684763
Providence College	Rhode Island	340	282	4386	4352	0.829411764705882	0.992248062015504	0.835891544117647
Carson-Newman University	Tennessee	135	121	1782	1911	0.896296296296296	1.07239057239057	0.835792778649921
Miles College	Alabama	42	102	571	1661	2.42857142857143	2.90893169877408	0.834867119635331
Wake Technical Community College	North Carolina	56	236	2965	14986	4.21428571428571	5.05430016863406	0.833802024746907
Virginia State University	Virginia	162	249	3106	5740	1.53703703703704	1.84803605924018	0.831713769518648
Emerson College	Massachusetts	174	292	2278	4602	1.67816091954023	2.02019315188762	0.830693301762852
Delaware Technical Community College-Terry	Delaware	19	39	974	2407	2.05263157894737	2.47125256673511	0.830603721601469
City Colleges of Chicago-Richard J Daley College	Illinois	34	45	4265	6798	1.32352941176471	1.59390386869871	0.830369658896215
Augustana College	South Dakota	116	108	1647	1855	0.931034482758621	1.12629022465088	0.826638163398085
Northwest Florida State College	Florida	32	64	2248	5452	2	2.42526690391459	0.824651504035216
Texas Christian University	Texas	456	589	5810	9102	1.29166666666667	1.56660929432014	0.824498278766571
Prairie View A & M University	Texas	232	317	4521	7493	1.36637931034483	1.65737668657377	0.82442290965821
California State University-Bakersfield	California	112	240	2832	7376	2.14285714285714	2.6045197740113	0.82274558413387
Johnston Community College	North Carolina	23	55	1315	3824	2.39130434782609	2.90798479087452	0.822323540112789
Hudson Valley Community College	New York	103	141	5997	9987	1.36893203883495	1.66533266633317	0.822017166005127
Norwich University	Vermont	169	220	2261	3583	1.30177514792899	1.58469703670942	0.821466259968589
Mount Aloysius College	Pennsylvania	41	74	687	1510	1.80487804878049	2.19796215429403	0.821159748021321
Marshall University	West Virginia	456	514	8758	12022	1.12719298245614	1.37268782827129	0.82115755617625
Henry Ford Community College	Michigan	55	75	7932	13184	1.36363636363636	1.66212808875441	0.820415931156222
Trine University	Indiana	67	98	917	1635	1.46268656716418	1.78298800436205	0.820356930941622
Indiana State University	Indiana	468	438	9065	10346	0.935897435897436	1.14131274131274	0.820018389368863
Benedictine University	Illinois	61	247	1244	6149	4.04918032786885	4.94292604501608	0.819186912972655
University of Idaho	Idaho	402	536	6809	11083	1.33333333333333	1.62769863416067	0.819152455712954
Concordia University-Chicago	Illinois	44	159	832	3676	3.61363636363636	4.41826923076923	0.817885052923138
Fisher College	Massachusetts	65	64	1223	1474	0.984615384615385	1.20523303352412	0.816950213965139
Brandeis University	Massachusetts	469	710	3569	6614	1.5138592750533	1.85318016251051	0.816898057554467
Itawamba Community College	Mississippi	35	94	1995	6559	2.68571428571429	3.28771929824561	0.816892819027291
Napa Valley College	California	41	43	3245	4171	1.04878048780488	1.28536209553159	0.815941664571285
Woodbury University	California	30	61	662	1650	2.03333333333333	2.49244712990937	0.81579797979798
Wilson Community College	North Carolina	28	47	843	1737	1.67857142857143	2.06049822064057	0.814643473969899
University of West Georgia	Georgia	153	267	4904	10506	1.74509803921569	2.14233278955954	0.81457841084273
Northwest University	Washington	39	84	536	1418	2.15384615384615	2.6455223880597	0.814147770424216
Angelo State University	Texas	232	259	4567	6265	1.11637931034483	1.37179767900153	0.813807551531497
University of Memphis	Tennessee	757	786	14449	18442	1.03830911492734	1.27635130458855	0.81349790703748
Universidad Adventista de las Antillas	Puerto Rico	30	44	668	1205	1.46666666666667	1.80389221556886	0.813056708160443
Mansfield University of Pennsylvania	Pennsylvania	120	123	2355	2970	1.025	1.26114649681529	0.812752525252525
Pace University-New York	New York	452	777	5481	11602	1.71902654867257	2.11676701331874	0.812100027001753
Dunwoody College of Technology	Minnesota	56	52	1006	1152	0.928571428571429	1.14512922465209	0.810887896825397
Voorhees College	South Carolina	37	33	610	671	0.891891891891892	1.1	0.810810810810811
Southside Virginia Community College	Virginia	17	40	1369	3979	2.35294117647059	2.90650109569029	0.809544224827403
Inter American University of Puerto Rico-Barranquitas	Puerto Rico	16	28	1136	2462	1.75	2.16725352112676	0.807473598700244
George Mason University	Virginia	620	1209	11099	26816	1.95	2.41607352013695	0.807094644988067
Oklahoma State University-Oklahoma City	Oklahoma	27	65	1612	4809	2.40740740740741	2.98325062034739	0.806974576989133
Polytechnic Institute of New York University	New York	141	178	2210	3458	1.26241134751773	1.56470588235294	0.806804244654189
CUNY New York City College of Technology	New York	143	186	7560	12194	1.3006993006993	1.61296296296296	0.806403699629876
Southern Arkansas University Tech	Arkansas	15	32	523	1385	2.13333333333333	2.64818355640535	0.805583634175692
Craven Community College	North Carolina	30	53	1323	2905	1.76666666666667	2.1957671957672	0.804578313253012
Medaille College	New York	67	150	913	2543	2.23880597014925	2.78532311062432	0.803786807214419
Montcalm Community College	Michigan	20	30	1159	2164	1.5	1.86712683347714	0.803373382624769
Capitol College	Maryland	31	31	538	670	1	1.2453531598513	0.802985074626866
University of Massachusetts Medical School Worcester	Massachusetts	1422	2460	530	1144	1.72995780590717	2.15849056603774	0.801466466023428
Delaware Technical Community College-Owens	Delaware	29	56	1384	3341	1.93103448275862	2.41401734104046	0.799925688158615
Mercer University	Georgia	226	528	2914	8521	2.33628318584071	2.92415923129719	0.798958948895649
California State University-Stanislaus	California	112	223	2974	7413	1.99107142857143	2.49260255548083	0.798792179761423
Wilmington University	Delaware	19	216	657	9356	11.3684210526316	14.2404870624049	0.798316869557391
The New School	New York	305	646	3497	9285	2.11803278688525	2.6551329711181	0.797712510041756
Wharton County Junior College	Texas	23	49	1837	4937	2.1304347826087	2.68753402286336	0.792709883664609
Clark State Community College	Ohio	41	82	1532	3866	2	2.52349869451697	0.792550439730988
Notre Dame de Namur University	California	37	79	562	1515	2.13513513513514	2.69572953736655	0.792043528677192
Southwestern College	Kansas	40	99	535	1672	2.475	3.12523364485981	0.791940789473684
Ohio University-Lancaster Campus	Ohio	10	13	1188	1951	1.3	1.64225589225589	0.791594054331112
Texas Wesleyan University	Texas	49	114	1154	3392	2.3265306122449	2.93934142114385	0.791514247208317
University of California-San Diego	California	2953	4490	15721	30326	1.52048763968845	1.92901214935437	0.788220872635434
University of Maryland Eastern Shore	Maryland	72	217	1183	4527	3.01388888888889	3.82671174978867	0.787592347151658
SUNY College of Environmental Science and Forestry	New York	79	120	1099	2120	1.51898734177215	1.92902638762511	0.787437305946979
Massachusetts College of Pharmacy and Health Sciences	Massachusetts	30	139	938	5521	4.63333333333333	5.88592750533049	0.787188311296263
Coastal Carolina University	South Carolina	146	337	3009	8825	2.30821917808219	2.93286806247923	0.787017734487175
University of South Carolina-Aiken	South Carolina	88	108	1829	2856	1.22727272727273	1.56150902132313	0.785953017570665
Our Lady of the Lake University-San Antonio	Texas	95	121	1168	1893	1.27368421052632	1.62071917808219	0.785875941835572
Marygrove College	Michigan	64	108	745	1601	1.6875	2.1489932885906	0.785251405371643
Vance-Granville Community College	North Carolina	25	64	1029	3356	2.56	3.26141885325559	0.784934445768772
Nashville State Community College	Tennessee	45	82	2819	6545	1.82222222222222	2.32174529975169	0.784850182497241
Olympic College	Washington	42	63	3313	6333	1.5	1.91156051916692	0.784699194694458
Wayne County Community College District	Michigan	120	186	5776	11412	1.55	1.97576177285319	0.784507535927094
Northern Arizona University	Arizona	554	1018	10345	24232	1.83754512635379	2.34238762687289	0.784475253059176
Aiken Technical College	South Carolina	28	51	975	2271	1.82142857142857	2.32923076923077	0.781987167390074
Tulane University of Louisiana	Louisiana	787	867	8916	12565	1.10165184243964	1.40926424405563	0.781721275542528
Richland College	Texas	94	121	7261	11965	1.28723404255319	1.64784464949731	0.781162255159108
Middlesex County College	New Jersey	127	146	6591	9705	1.1496062992126	1.47246244879381	0.780737261010843
Miami Dade College	Florida	348	588	26195	56758	1.68965517241379	2.16674937965261	0.779811079343516
James H Faulkner State Community College	Alabama	15	26	1731	3858	1.73333333333333	2.22876949740035	0.777708657335407
Mississippi College	Mississippi	79	154	1859	4667	1.94936708860759	2.51048951048951	0.776488840308875
University of Cincinnati-Main Campus	Ohio	2482	2454	23717	30217	0.988718775181305	1.27406501665472	0.776034788065494
Canada College	California	27	19	3759	3409	0.703703703703704	0.906890130353817	0.77595254391969
Radford University	Virginia	374	366	7244	9139	0.978609625668449	1.26159580342352	0.775691884051017
Pacific Lutheran University	Washington	251	215	3236	3574	0.856573705179283	1.1044499381953	0.775565895344197
University of Evansville	Indiana	192	174	2481	2904	0.90625	1.17049576783555	0.774244576446281
Germanna Community College	Virginia	14	43	1186	4712	3.07142857142857	3.97301854974705	0.773071792384186
Eckerd College	Florida	96	149	1229	2468	1.55208333333333	2.00813669650122	0.772897251485683
University of Saint Joseph	Connecticut	72	152	706	1930	2.11111111111111	2.73371104815864	0.772251007484168
Southern Illinois University Edwardsville	Illinois	433	568	7438	12652	1.31177829099307	1.70099489109976	0.771182969365038
Orangeburg Calhoun Technical College	South Carolina	27	47	937	2121	1.74074074074074	2.26360725720384	0.769011821817102
East Mississippi Community College	Mississippi	12	47	1060	5418	3.91666666666667	5.11132075471698	0.766272917435708
Inter American University of Puerto Rico-Guayama	Puerto Rico	17	25	1296	2488	1.47058823529412	1.91975308641975	0.766029884622659
University of Puerto Rico at Cayey	Puerto Rico	159	123	3211	3247	0.773584905660377	1.01121146060417	0.765008048067592
St. Mary's University	Texas	235	236	2923	3839	1.00425531914894	1.31337666780705	0.76463618074299
Washington Adventist University	Maryland	60	73	854	1361	1.21666666666667	1.59367681498829	0.763433749693852
University of North Texas	Texas	878	1289	16485	31723	1.46810933940774	1.92435547467395	0.762909638436991
John Tyler Community College	Virginia	29	57	2461	6350	1.96551724137931	2.58025193010971	0.76175400488732
Loma Linda University	California	190	193	3279	4382	1.01578947368421	1.33638304361086	0.760103533594369
Eastfield College	Texas	62	79	4824	8089	1.2741935483871	1.67682421227197	0.759884989172871
Trinity Valley Community College	Texas	29	51	2300	5326	1.75862068965517	2.31565217391304	0.759449415359913
Scottsdale Community College	Arizona	77	60	6187	6350	0.779220779220779	1.02634556327784	0.759218734021884
Curry College	Massachusetts	75	144	1023	2597	1.92	2.5386119257087	0.75631882941856
Kennebec Valley Community College	Maine	13	28	516	1476	2.15384615384615	2.86046511627907	0.752970606629143
Chapman University	California	109	366	1622	7257	3.35779816513761	4.47410604192355	0.750495883127079
Northeast State Community College	Tennessee	29	84	1211	4679	2.89655172413793	3.86374896779521	0.749673891415053
Virginia Commonwealth University	Virginia	755	1134	14275	28712	1.50198675496689	2.01134851138354	0.746756092475352
Gwynedd Mercy College	Pennsylvania	81	121	1141	2286	1.49382716049383	2.00350569675723	0.745606644848406
Maryville University of Saint Louis	Missouri	82	130	1490	3171	1.58536585365854	2.12818791946309	0.744936966872034
Delgado Community College	Louisiana	105	256	4430	14511	2.43809523809524	3.27562076749436	0.744315478241465
Walsh College of Accountancy and Business Administration	Michigan	31	53	879	2022	1.70967741935484	2.30034129692833	0.743227720876807
Oakwood University	Alabama	75	109	1022	2004	1.45333333333333	1.96086105675147	0.741170991350632
University of New Mexico-Main Campus	New Mexico	1790	2037	15940	24522	1.13798882681564	1.53839397741531	0.739725222226627
Jefferson College	Missouri	30	45	2136	4334	1.5	2.02902621722846	0.739270881402861
Raritan Valley Community College	New Jersey	68	119	2642	6257	1.75	2.36828160484481	0.738932395716797
Bethune-Cookman University	Florida	92	129	1816	3454	1.40217391304348	1.90198237885463	0.73721708919715
Marian University	Indiana	62	126	864	2385	2.03225806451613	2.76041666666667	0.736214242239805
Rider University	New Jersey	273	298	3409	5059	1.09157509157509	1.48401290701085	0.73555633270992
Cedar Valley College	Texas	29	49	1619	3720	1.68965517241379	2.29771463866584	0.735363366703745
James Madison University	Virginia	477	739	9253	19521	1.54926624737945	2.1096941532476	0.73435585200564
St. Thomas University	Florida	143	164	1854	2897	1.14685314685315	1.56256742179072	0.733954343895662
Cerro Coso Community College	California	21	24	1807	2814	1.14285714285714	1.55727725511898	0.733881612346431
San Joaquin Delta College	California	68	78	8665	13548	1.14705882352941	1.56353144835545	0.733633355911009
University of California-Davis	California	3060	3666	19362	31646	1.19803921568627	1.63443859105464	0.732997386529661
Columbia College	Missouri	64	400	1661	14269	6.25	8.59060806742926	0.727538720302754
Augsburg College	Minnesota	107	204	1477	3875	1.90654205607477	2.62356127285037	0.726700030147724
Holmes Community College	Mississippi	30	92	1293	5463	3.06666666666667	4.22505800464037	0.725828299469156
Limestone College	South Carolina	73	152	976	2814	2.08219178082192	2.88319672131148	0.722181655324162
Antelope Valley College	California	32	50	3996	8658	1.5625	2.16666666666667	0.721153846153846
Hood College	Maryland	63	85	964	1805	1.34920634920635	1.87240663900415	0.720573363232643
Central Carolina Technical College	South Carolina	26	52	1123	3119	2	2.77738201246661	0.720102596986214
Fayetteville State University	North Carolina	88	162	2094	5354	1.84090909090909	2.55682903533906	0.719996943661493
Orange Coast College	California	55	41	13812	14308	0.745454545454545	1.03591080220098	0.719612676951229
Berkeley City College	California	10	22	1312	4018	2.2	3.0625	0.718367346938776
Southern Nazarene University	Oklahoma	78	109	1032	2017	1.3974358974359	1.95445736434109	0.714999427939438
Piedmont Community College	North Carolina	28	58	556	1611	2.07142857142857	2.89748201438849	0.714906446750022
University of North Florida	Florida	231	662	3515	14101	2.86580086580087	4.01166429587482	0.714367069235518
Alamance Community College	North Carolina	27	45	1730	4041	1.66666666666667	2.33583815028902	0.713519755836014
SUNY College at Cortland	New York	313	262	5935	6964	0.837060702875399	1.17337826453243	0.713376690345419
Teachers College at Columbia University	New York	175	458	1048	3849	2.61714285714286	3.67270992366412	0.712591767806109
Rust College	Mississippi	70	55	950	1049	0.785714285714286	1.10421052631579	0.711562031867084
Huntington University	Indiana	34	55	506	1152	1.61764705882353	2.27667984189723	0.710529003267974
Saint Joseph's College-New York	New York	40	245	558	4817	6.125	8.6326164874552	0.709518372430974
Phoenix College	Arizona	82	64	6487	7137	0.780487804878049	1.1002004008016	0.709405126838154
Tiffin University	Ohio	22	134	575	4939	6.09090909090909	8.5895652173913	0.709105634191684
Mott Community College	Michigan	86	85	5620	7850	0.988372093023256	1.39679715302491	0.707598874240853
University of Houston-Clear Lake	Texas	184	274	2784	5859	1.48913043478261	2.10452586206897	0.707584763685746
Gavilan College	California	27	34	2208	3933	1.25925925925926	1.78125	0.706952566601689
North Lake College	Texas	38	58	2995	6467	1.52631578947368	2.15926544240401	0.706868067028558
Utah State University	Utah	572	988	9049	22118	1.72727272727273	2.44424798320256	0.70666836554349
The University of Texas of the Permian Basin	Texas	73	95	1570	2894	1.3013698630137	1.84331210191083	0.705995399077922
Bradley University	Illinois	325	296	4152	5357	0.910769230769231	1.29022157996146	0.705901408652949
Finger Lakes Community College	New York	48	73	2261	4873	1.52083333333333	2.15524104378594	0.705644195909433
Moberly Area Community College	Missouri	22	75	840	4063	3.40909090909091	4.83690476190476	0.704808359250889
Cardinal Stritch University	Wisconsin	142	225	1686	3794	1.58450704225352	2.2502965599051	0.704132544343552
Hartnell College	California	34	38	3817	6074	1.11764705882353	1.59130206968824	0.702347517867865
University of New Mexico-Gallup Campus	New Mexico	9	15	824	1962	1.66666666666667	2.38106796116505	0.699966021066939
SUNY Maritime College	New York	51	100	747	2095	1.96078431372549	2.8045515394913	0.699143619261547
University of South Carolina-Upstate	South Carolina	115	168	2389	4995	1.46086956521739	2.09083298451235	0.698702180441311
Mitchell Community College	North Carolina	28	54	957	2643	1.92857142857143	2.76175548589342	0.698313604670018
Azusa Pacific University	California	155	577	1779	9488	3.72258064516129	5.33333333333333	0.697983870967742
New England College	New Hampshire	58	97	913	2192	1.67241379310345	2.40087623220153	0.696584759627485
Clark Atlanta University	Georgia	58	223	654	3615	3.8448275862069	5.52752293577982	0.695578766633281
Butler Community College	Kansas	55	125	2083	6843	2.27272727272727	3.28516562650024	0.691815126273697
University of Medicine and Dentistry of New Jersey	New Jersey	3233	5971	2158	5775	1.8468914321064	2.67608897126969	0.69014575073344
Davenport University	Michigan	215	391	2950	7813	1.81860465116279	2.64847457627119	0.686661169964192
Foothill College	California	63	54	7589	9515	0.857142857142857	1.2537883779154	0.683642369191502
California State University-Dominguez Hills	California	172	271	4473	10310	1.57558139534884	2.30494075564498	0.683566981706629
Hannibal-LaGrange University	Missouri	39	47	551	972	1.20512820512821	1.76406533575318	0.68315395167247
Gainesville State College	Georgia	37	110	1517	6621	2.97297297297297	4.36453526697429	0.681165987011025
Art Center College of Design	California	96	145	1283	2855	1.51041666666667	2.22525331254871	0.678761675423234
Cabrini College	Pennsylvania	63	137	847	2716	2.17460317460317	3.20661157024793	0.678162330224186
Baker University	Kansas	42	117	776	3192	2.78571428571429	4.11340206185567	0.677228786251343
Tidewater Community College	Virginia	117	199	9191	23130	1.7008547008547	2.51659231857252	0.675856271316712
George Washington University	District of Columbia	1994	2621	11011	21420	1.31444332998997	1.94532739987285	0.675692600677851
Gonzaga University	Washington	222	399	2826	7517	1.7972972972973	2.65994338287332	0.675690057491308
Imperial Valley College	California	22	33	2751	6108	1.5	2.22028353326063	0.675589390962672
Wayne Community College	North Carolina	35	49	1499	3115	1.4	2.07805203468979	0.673707865168539
University of Arizona	Arizona	4656	4415	26028	36777	0.94823883161512	1.41297833102812	0.671092267158233
Wilkes Community College	North Carolina	47	56	1292	2294	1.19148936170213	1.77554179566563	0.671056780871468
Metropolitan Community College Area	Nebraska	63	166	3423	13443	2.63492063492063	3.92725679228747	0.67093158769124
El Paso Community College	Texas	136	181	10166	20206	1.33088235294118	1.98760574463899	0.669590715629021
Robeson Community College	North Carolina	32	42	823	1616	1.3125	1.96354799513973	0.668432858910891
Central Washington University	Washington	318	362	6366	10847	1.13836477987421	1.70389569588439	0.668095343291163
Spartanburg Community College	South Carolina	33	79	1231	4411	2.39393939393939	3.58326563769293	0.668088731339695
Guilford Technical Community College	North Carolina	54	127	3823	13473	2.35185185185185	3.52419565786032	0.66734429077634
Housatonic Community College	Connecticut	38	79	1203	3750	2.07894736842105	3.11720698254364	0.666926315789474
Marymount University	Virginia	133	194	1494	3273	1.45864661654135	2.19076305220884	0.665816695726484
Grand Rapids Community College	Michigan	90	109	6636	12101	1.21111111111111	1.82353827606992	0.664154477591384
Virginia Union University	Virginia	91	80	1228	1628	0.879120879120879	1.3257328990228	0.663120663120663
Lakeland College	Wisconsin	56	113	806	2454	2.01785714285714	3.04466501240695	0.662751775526837
CUNY Medgar Evers College	New York	73	175	1570	5683	2.3972602739726	3.61974522292994	0.662273206077245
University of the Pacific	California	374	380	4678	7184	1.01604278074866	1.53569901667379	0.661615830782607
University of California-Riverside	California	532	1197	6051	20645	2.25	3.41183275491654	0.659469605231291
Central Alabama Community College	Alabama	17	29	745	1928	1.70588235294118	2.58791946308725	0.659171344886502
Fayetteville Technical Community College	North Carolina	72	115	4007	9725	1.59722222222222	2.42700274519591	0.658104827192231
University of Alabama at Birmingham	Alabama	2830	3109	9559	15980	1.09858657243816	1.67172298357569	0.657158263200025
Mississippi University for Women	Mississippi	71	78	1527	2555	1.09859154929577	1.6732154551408	0.656575066839393
Butte College	California	47	55	5127	9141	1.17021276595745	1.78291398478642	0.656348413856671
Spalding University	Kentucky	38	77	621	1919	2.02631578947368	3.09017713365539	0.655728038177779
Pitt Community College	North Carolina	38	91	2121	7756	2.39473684210526	3.65676567656766	0.654878396351891
Old Dominion University	Virginia	598	721	10868	20048	1.2056856187291	1.84468163415532	0.653600923002186
Midwestern State University	Texas	163	173	3176	5232	1.06134969325153	1.64735516372796	0.644274966698561
Governors State University	Illinois	134	244	1531	4334	1.82089552238806	2.83082952318746	0.643237435342898
Troy University	Alabama	193	622	3767	18937	3.22279792746114	5.0270772498009	0.641087806555743
The University of West Florida	Florida	243	386	4004	9956	1.58847736625514	2.48651348651349	0.638837221221936
Whitworth University	Washington	114	133	1444	2641	1.16666666666667	1.82894736842105	0.637889688249401
University of Arkansas at Monticello	Arkansas	83	101	1683	3211	1.21686746987952	1.90790255496138	0.637803784430778
Austin Peay State University	Tennessee	143	259	3060	8715	1.81118881118881	2.84803921568627	0.63594237088213
The University of Tennessee at Chattanooga	Tennessee	279	339	5317	10218	1.21505376344086	1.92176039119804	0.632260800569099
Grace College and Theological Seminary	Indiana	50	70	698	1553	1.4	2.22492836676218	0.629233741146169
Lipscomb University	Tennessee	165	200	2185	4211	1.21212121212121	1.92723112128146	0.628944395270684
Tri-County Technical College	South Carolina	41	80	1706	5298	1.95121951219512	3.10550996483001	0.62830888784539
Ranger College	Texas	11	17	525	1292	1.54545454545455	2.46095238095238	0.62799043062201
Brigham Young University-Provo	Utah	1896	1659	24847	34655	0.875	1.39473578299191	0.627358966960035
Tarleton State University	Texas	226	325	4369	10017	1.43805309734513	2.29274433508812	0.627219125716371
Stephen F Austin State University	Texas	535	372	10414	11545	0.695327102803738	1.10860380257346	0.627209740025823
The University of Texas at Arlington	Texas	819	907	15663	27661	1.10744810744811	1.76600906595161	0.627090839339131
Johnson & Wales University-Providence	Rhode Island	460	524	6117	11119	1.13913043478261	1.81772110511689	0.626680535080962
Brookhaven College	Texas	48	56	3893	7275	1.16666666666667	1.8687387618803	0.624306987399771
Benedictine College	Kansas	57	85	772	1859	1.49122807017544	2.4080310880829	0.619272765021753
Hampton University	Virginia	350	258	4564	5443	0.737142857142857	1.19259421560035	0.61810031232776
Hawkeye Community College	Iowa	48	126	1769	7518	2.625	4.24985867721877	0.617667597765363
Middle Tennessee State University	Tennessee	506	716	9812	22676	1.41501976284585	2.31104769669792	0.612284967059599
Ohio University-Chillicothe Campus	Ohio	9	11	968	1933	1.22222222222222	1.99690082644628	0.612059550497212
Northeast Alabama Community College	Alabama	10	18	878	2585	1.8	2.94419134396355	0.61137330754352
Columbus State Community College	Ohio	102	277	5209	23203	2.7156862745098	4.45440583605299	0.609662966164788
Lamar University	Texas	422	353	8536	11720	0.836492890995261	1.3730084348641	0.609240897400644
Sampson Community College	North Carolina	26	31	560	1097	1.19230769230769	1.95892857142857	0.608652969637473
Beaufort County Community College	North Carolina	30	42	731	1682	1.4	2.30095759233926	0.608442330558859
Thomas More College	Kentucky	55	65	774	1506	1.18181818181818	1.94573643410853	0.607388627308946
University of Dallas	Texas	124	134	1254	2233	1.08064516129032	1.78070175438596	0.606864770379787
San Antonio College	Texas	168	132	12841	16666	0.785714285714286	1.29787399735223	0.605385643997189
Chemeketa Community College	Oregon	74	103	4614	10640	1.39189189189189	2.3060251408756	0.603589209510262
D'Youville College	New York	53	142	747	3317	2.67924528301887	4.44042838018742	0.603375407420891
Saint Martin's University	Washington	40	71	523	1540	1.775	2.94455066921606	0.602808441558441
Skyline College	California	24	21	4105	5968	0.875	1.45383678440926	0.601855730563003
George C Wallace State Community College-Hanceville	Alabama	29	39	2217	4954	1.3448275862069	2.23455119530898	0.601833419180599
Fairleigh Dickinson University-College at Florham	New Jersey	169	141	1978	2745	0.834319526627219	1.38776541961577	0.601196365635206
Christian Brothers University	Tennessee	114	94	1540	2118	0.824561403508772	1.37532467532468	0.599539452976161
Georgia Highlands College	Georgia	37	114	826	4245	3.08108108108108	5.13922518159806	0.599522490688568
Southern Union State Community College	Alabama	18	31	1507	4334	1.72222222222222	2.87591240875912	0.598843767625494
Touro College	New York	67	246	2993	18377	3.67164179104478	6.1399933177414	0.597987913184797
Richmond Community College	North Carolina	38	74	651	2123	1.94736842105263	3.26113671274962	0.597144061283685
Saint Edward's University	Texas	142	208	1823	4483	1.46478873239437	2.45913329676358	0.595652433449683
Regent University	Virginia	42	209	517	4329	4.97619047619048	8.37330754352031	0.594292094292094
Shenandoah University	Virginia	50	172	652	3787	3.44	5.80828220858896	0.59225772379192
Yuba College	California	38	23	4543	4651	0.605263157894737	1.02377283733216	0.591208455453836
King College	Tennessee	39	93	540	2189	2.38461538461538	4.0537037037037	0.588255965140387
MidAmerica Nazarene University	Kansas	75	89	1027	2076	1.18666666666667	2.02142161635833	0.587045600513809
The University of Tennessee-Martin	Tennessee	208	211	4119	7129	1.01442307692308	1.73075989317796	0.586114273228525
Fairleigh Dickinson University-Metropolitan Campus	New Jersey	315	336	3015	5492	1.06666666666667	1.82155887230514	0.58557902403496
Roanoke College	Virginia	103	100	1393	2316	0.970873786407767	1.66259870782484	0.583949561513825
Long Beach City College	California	97	74	11306	14785	0.762886597938144	1.30771271891031	0.583374763360748
Chaffey College	California	47	49	5953	10640	1.04255319148936	1.78733411725181	0.583300671892497
The Southern Baptist Theological Seminary	Kentucky	139	106	1707	2233	0.762589928057554	1.30814294083187	0.582956116074449
Los Medanos College	California	28	29	3116	5544	1.03571428571429	1.77920410783055	0.582122242836529
Gateway Community College	Connecticut	40	73	1415	4452	1.825	3.14628975265018	0.580048292902066
University of Guam	Guam	81	91	1619	3141	1.12345679012346	1.94008647313156	0.579075626618872
Eastern Washington University	Washington	345	348	6638	11590	1.00869565217391	1.74600783368484	0.577715421840417
